state,state_abbr,year,Anthropic_interest,ChatGPT_interest,Claude AI_interest,Claude Code_interest,Claude Opus_interest,Claude Sonnet_interest,DeepSeek_interest,Gemini Pro_interest,GitHub Copilot_interest,Google DeepMind_interest,Google Gemini_interest,GPT-4_interest,GPT-5_interest,Grok AI_interest,Llama AI_interest,Meta AI_interest,Microsoft Copilot_interest,Mistral AI_interest,OpenAI_interest,Perplexity AI_interest,ai_interest_index,small_claims_filings,small_claims_dispositions,parking_hearing_records,parking_appeal_records,ui_first_payments_total,ui_pct_within_21_days,ui_avg_days_to_first_payment_approx,unemployment_rate_avg,data_coverage_notes
Oklahoma,OK,2020,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,28,0,4.35,,,,,540326,92.62167654342008,9.68159685079008,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Oklahoma,OK,2021,40,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,20,0,6.4,,,,,197307,90.83560137248044,10.178113295524234,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Oklahoma,OK,2022,32,38,0,0,0,0,0,0,25,0,27,0,0,0,0,28,0,0,35,0,9.25,,,,,55212,93.30399188582192,9.374094399768166,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Oklahoma,OK,2023,9,43,25,89,0,0,0,0,20,0,31,21,0,32,33,22,28,0,27,31,20.55,,,,,43764,93.32784937391465,9.631283703500594,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Oklahoma,OK,2024,10,52,24,20,16,14,15,35,19,0,39,20,0,60,19,65,40,11,20,21,25.0,,,,,45947,93.63832241495636,9.646930158661066,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Oklahoma,OK,2025,15,68,31,21,20,31,25,33,24,19,73,50,29,72,20,50,52,20,29,36,35.9,,,,,58664,94.39690440474568,9.308579367243963,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Oklahoma,OK,2026,13,66,37,18,14,13,16,12,12,6,60,4,6,26,9,11,19,6,5,24,18.85,,,,,37868,92.79074680468996,9.565477447977184,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Oregon,OR,2020,56,0,0,0,0,0,0,0,0,66,48,0,0,0,0,0,0,0,47,0,10.85,,,,,757986,87.57523226022644,11.157695524719454,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Oregon,OR,2021,53,0,0,0,0,0,0,41,52,0,65,0,0,0,0,0,0,0,57,0,13.4,,,,,238744,86.42311429816037,11.217040009382435,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Oregon,OR,2022,36,57,0,0,0,0,0,44,62,0,43,84,0,0,0,36,0,0,64,0,21.3,,,,,122074,95.12344971083112,9.00949014532169,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Oregon,OR,2023,29,63,41,0,0,0,0,61,63,28,57,55,0,51,50,47,47,19,59,58,36.4,,,,,163748,92.35410508830644,10.4027896523927,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Oregon,OR,2024,27,57,40,22,58,51,50,73,66,33,49,39,0,76,37,60,51,24,51,38,45.1,,,,,167081,87.28999706729071,11.5686283898229,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Oregon,OR,2025,27,69,40,40,45,46,50,67,54,38,73,57,41,74,42,63,53,36,46,33,49.7,,,,,188954,85.56421139536606,11.066934280301025,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Oregon,OR,2026,21,65,50,39,20,20,35,20,21,9,56,6,7,27,10,13,20,9,7,24,23.95,,,,,131575,81.83393501805054,12.557849135474063,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Pennsylvania,PA,2020,67,0,0,0,0,0,0,10,0,42,71,0,0,0,0,0,0,0,45,0,11.75,,,,,2320473,83.47767890425789,13.180961597053704,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Pennsylvania,PA,2021,32,0,0,60,0,0,0,45,31,55,73,0,0,0,0,0,0,0,45,0,17.05,,,,,587299,85.26031884951277,12.555953611363206,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Pennsylvania,PA,2022,33,58,0,25,0,0,0,48,32,31,46,43,0,0,0,48,0,0,42,0,20.3,,,,,328969,84.07600716176904,12.353490754447987,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Pennsylvania,PA,2023,20,56,35,23,0,0,0,36,37,24,38,38,14,26,38,37,39,25,35,42,28.15,,,,,474261,85.3667073615583,12.33005033093592,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Pennsylvania,PA,2024,18,54,28,26,29,30,21,40,44,27,46,36,0,57,28,55,47,18,31,35,33.5,,,,,536613,86.14849062546006,11.475041603539236,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Pennsylvania,PA,2025,22,69,37,25,30,29,36,37,33,37,75,54,36,60,32,54,72,27,36,38,41.95,,,,,543192,90.03151740084537,10.229046083152918,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Pennsylvania,PA,2026,16,64,42,26,14,15,19,14,16,8,63,6,7,26,8,12,24,7,7,24,20.9,,,,,364173,92.3421011442364,9.647103162507928,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Rhode Island,RI,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,3.15,,,,,284312,94.89398970145474,8.797384563437351,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Rhode Island,RI,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,3.8,,,,,158509,96.54404481764442,8.315442656252957,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Rhode Island,RI,2022,0,62,0,0,0,0,0,0,33,0,100,0,0,0,0,0,0,0,57,0,12.6,,,,,46928,94.35518240709172,9.124744289123765,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Rhode Island,RI,2023,24,59,39,0,0,0,0,0,45,0,45,39,0,0,0,49,34,0,39,52,21.25,,,,,54116,94.75201419173628,9.11484588661394,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Rhode Island,RI,2024,22,63,33,0,49,47,0,34,30,0,45,31,0,50,0,60,44,0,30,46,29.2,,,,,58864,95.80728458820332,8.880521201413428,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Rhode Island,RI,2025,23,77,34,23,29,25,33,32,40,41,59,63,33,54,24,49,60,29,32,36,39.8,,,,,59671,92.51730321261584,9.81074558830923,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Rhode Island,RI,2026,14,74,37,23,14,14,16,11,13,7,43,4,6,23,7,10,18,8,6,12,18.0,,,,,37845,90.6328444972916,10.517598097502972,,"trends,no-court-stats,no-parking,unemployment,no-controls"
South Carolina,SC,2020,61,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,23,0,6.85,,,,,692168,89.1143479617665,11.104499919094788,,"trends,no-court-stats,no-parking,unemployment,no-controls"
South Carolina,SC,2021,43,0,0,88,0,0,0,52,0,0,55,0,0,0,0,0,0,0,21,0,12.95,,,,,95708,79.0696702470013,14.22251535921762,,"trends,no-court-stats,no-parking,unemployment,no-controls"
South Carolina,SC,2022,24,31,0,42,0,0,0,45,16,0,46,0,0,0,0,21,0,0,25,0,12.5,,,,,66438,92.41096962581656,9.729048135103405,,"trends,no-court-stats,no-parking,unemployment,no-controls"
South Carolina,SC,2023,9,38,25,0,0,0,0,45,19,0,28,21,0,32,16,21,28,0,23,29,16.7,,,,,82102,95.4702686901659,8.786430294024505,,"trends,no-court-stats,no-parking,unemployment,no-controls"
South Carolina,SC,2024,9,49,22,24,22,22,0,29,23,0,36,22,0,46,20,57,37,11,19,24,23.6,,,,,80050,96.22236102435976,8.642048719550282,,"trends,no-court-stats,no-parking,unemployment,no-controls"
South Carolina,SC,2025,13,69,25,15,19,19,23,26,24,22,67,44,29,59,30,41,56,19,26,31,32.85,,,,,84104,95.94311804432608,8.937137353752497,,"trends,no-court-stats,no-parking,unemployment,no-controls"
South Carolina,SC,2026,12,67,35,16,11,12,13,10,11,6,53,6,5,22,7,9,19,6,6,11,16.85,,,,,56841,96.15242518604528,8.708704984078395,,"trends,no-court-stats,no-parking,unemployment,no-controls"
South Dakota,SD,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,72742,91.75991861648016,10.100705232190482,,"trends,no-court-stats,no-parking,unemployment,no-controls"
South Dakota,SD,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,10637,92.11243771740152,10.546018614270942,,"trends,no-court-stats,no-parking,unemployment,no-controls"
South Dakota,SD,2022,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2.55,,,,,7940,96.77581863979847,8.885264483627203,,"trends,no-court-stats,no-parking,unemployment,no-controls"
South Dakota,SD,2023,0,38,0,0,0,0,0,0,22,0,25,0,0,0,0,0,21,0,25,29,8.0,,,,,8597,96.6150982901012,9.04780737466558,,"trends,no-court-stats,no-parking,unemployment,no-controls"
South Dakota,SD,2024,11,44,18,0,0,0,0,0,29,0,33,0,0,51,0,62,44,0,19,29,17.0,,,,,9472,97.08614864864865,8.866765202702704,,"trends,no-court-stats,no-parking,unemployment,no-controls"
South Dakota,SD,2025,9,60,26,14,21,15,24,22,26,0,46,58,12,60,0,30,73,0,22,15,26.65,,,,,9943,96.57045157397164,9.10766368299306,,"trends,no-court-stats,no-parking,unemployment,no-controls"
South Dakota,SD,2026,9,57,26,13,10,6,13,9,9,4,34,0,3,25,4,8,22,4,4,8,13.4,,,,,6471,96.78565909442126,8.9162416937104,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Tennessee,TN,2020,60,0,0,0,0,0,0,10,0,0,59,0,0,0,0,0,0,0,23,0,7.6,,,,,990641,88.15060147924424,11.015944221973449,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Tennessee,TN,2021,21,0,0,92,0,0,0,36,34,0,41,0,0,0,0,0,0,0,21,0,12.25,,,,,164382,86.09884293900792,11.64727585745398,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Tennessee,TN,2022,21,35,0,44,0,0,0,35,32,0,46,0,0,0,0,23,0,0,30,0,13.3,,,,,65851,82.30398930919803,12.319448451807869,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Tennessee,TN,2023,13,42,23,0,0,0,0,35,30,19,29,26,0,26,28,24,35,0,28,28,19.3,,,,,90088,84.93362045999467,12.298291670366751,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Tennessee,TN,2024,13,46,30,20,28,20,10,33,30,8,37,19,0,55,21,62,42,16,24,28,27.1,,,,,112592,90.88567571408272,10.3436256572403,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Tennessee,TN,2025,16,64,30,23,29,28,25,31,29,22,63,45,32,65,27,45,55,23,32,38,36.1,,,,,128820,96.57351342959169,8.768471510634994,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Tennessee,TN,2026,15,64,40,22,15,14,15,14,13,6,52,5,7,29,8,12,18,7,6,20,19.1,,,,,84874,95.58639866154536,9.25664514456724,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Texas,TX,2020,60,0,0,66,0,100,0,13,0,44,71,0,0,0,0,52,0,0,31,0,21.85,53194.0,48367.0,,,3819081,87.9218063193737,11.7299445861452,,"trends,court-stats,no-parking,unemployment,no-controls"
Texas,TX,2021,29,0,0,72,0,0,0,52,33,38,68,0,0,0,0,37,0,0,35,0,18.2,57490.0,56891.0,,,780309,84.17729386691683,12.551455256827744,,"trends,court-stats,no-parking,unemployment,no-controls"
Texas,TX,2022,26,56,0,23,0,100,0,59,40,20,53,36,0,0,46,35,24,0,45,26,29.45,61059.0,57705.0,,,533565,87.4094065390346,11.657215147170447,,"trends,court-stats,no-parking,unemployment,no-controls"
Texas,TX,2023,20,61,40,57,0,100,0,47,36,22,40,31,7,37,42,35,41,14,44,46,36.0,60911.0,59922.0,,,663026,86.63838220522273,11.87512782304163,,"trends,court-stats,no-parking,unemployment,no-controls"
Texas,TX,2024,19,67,43,31,34,37,23,44,46,19,50,35,12,65,31,62,61,20,39,40,38.9,62355.0,62166.0,,,690570,85.72889062658383,11.98092879794952,,"trends,court-stats,no-parking,unemployment,no-controls"
Texas,TX,2025,23,95,46,36,34,35,42,44,48,29,92,56,34,84,39,69,80,26,43,42,49.85,64374.0,67182.0,,,747683,88.63114448235414,11.298042753412878,,"trends,court-stats,no-parking,unemployment,no-controls"
Texas,TX,2026,20,85,57,34,19,19,21,18,20,8,75,6,7,30,10,15,28,8,7,23,25.5,39584.0,36626.0,,,349169,87.35827063685493,11.387326767267426,,"trends,court-stats,no-parking,unemployment,no-controls"
Utah,UT,2020,94,0,0,0,0,0,0,19,0,93,58,0,0,0,0,0,0,0,47,0,15.55,,,,,270967,91.06643982477571,10.10337790210616,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Utah,UT,2021,43,0,0,0,0,0,0,51,85,0,67,0,0,0,0,0,0,0,76,0,16.1,,,,,59036,83.79802154617522,12.529524358018836,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Utah,UT,2022,35,66,0,0,0,0,0,80,77,0,62,0,0,0,0,49,0,0,66,0,21.75,,,,,43638,94.38333562491408,9.09727760208992,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Utah,UT,2023,27,73,44,0,0,0,0,73,70,0,48,54,0,55,47,40,43,0,54,50,33.9,,,,,59172,94.4788075441087,9.12351281011289,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Utah,UT,2024,25,70,38,40,43,56,26,46,71,26,58,44,0,83,35,63,66,23,47,46,45.3,,,,,63665,93.12180947145214,9.460386397549676,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Utah,UT,2025,31,78,44,56,52,54,46,66,61,38,91,75,44,100,43,57,75,31,51,50,57.15,,,,,72394,94.2992513191701,9.13932784484902,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Utah,UT,2026,26,74,60,55,26,24,35,26,24,11,65,7,9,30,12,15,26,10,10,30,28.75,,,,,45177,94.9509706266463,8.997542997542997,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Vermont,VT,2020,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5.0,,,,,154540,79.86928950433546,12.541193218584183,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Vermont,VT,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,35063,81.75854889769842,13.19138408008442,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Vermont,VT,2022,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,6.65,,,,,19023,83.64085580612942,12.543342269883825,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Vermont,VT,2023,19,43,38,0,0,0,0,0,38,0,42,44,0,0,0,41,35,0,39,56,19.75,,,,,20420,82.68364348677767,13.843878550440744,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Vermont,VT,2024,17,47,35,0,0,0,0,0,64,0,45,52,0,98,0,63,43,0,33,45,27.1,,,,,19024,82.20142977291842,14.24266715727502,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Vermont,VT,2025,28,55,43,30,28,23,28,15,40,48,56,73,23,51,35,36,57,0,32,19,36.0,,,,,21066,82.1323459603152,13.940947498338556,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Vermont,VT,2026,14,55,44,23,13,11,12,12,11,8,41,4,7,24,6,10,15,9,4,13,16.8,,,,,12783,83.17296409293593,12.502033951341623,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Virginia,VA,2020,73,0,0,41,0,0,0,11,0,52,67,0,0,0,0,0,0,0,48,0,14.6,,,,,1193578,94.7896157603441,9.204759554884555,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Virginia,VA,2021,42,0,0,70,0,0,0,62,68,66,61,0,0,0,100,0,0,0,55,0,26.2,,,,,227635,91.96960045687176,10.183007885430625,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Virginia,VA,2022,35,73,0,0,0,0,0,56,51,22,52,0,0,0,0,43,0,0,53,43,21.4,,,,,69320,84.21667628390075,12.176543566070398,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Virginia,VA,2023,30,81,59,43,0,0,0,53,62,24,56,52,17,37,57,54,64,20,64,58,41.55,,,,,100429,81.06523016260243,12.90498262454072,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Virginia,VA,2024,29,69,39,37,56,51,37,53,74,29,62,48,12,62,44,65,68,33,49,43,48.0,,,,,107858,94.03011366797084,9.568548461866529,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Virginia,VA,2025,36,81,51,35,48,50,50,53,59,47,89,73,43,85,52,77,91,39,56,37,57.6,,,,,120774,93.72381472833555,9.583478232069815,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Virginia,VA,2026,26,82,59,40,20,21,30,19,23,12,75,8,10,29,12,16,31,10,10,22,27.75,,,,,77963,92.98513397380808,10.058373844002924,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Washington,WA,2020,100,0,0,0,0,0,0,16,0,53,59,100,0,0,0,0,0,0,91,0,20.95,,,,,1092058,90.0605096066326,10.649554785551684,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Washington,WA,2021,49,0,0,50,0,0,0,87,80,83,70,0,0,0,0,0,0,0,92,0,25.55,,,,,234808,88.31300466764334,11.55336700623488,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Washington,WA,2022,68,90,0,36,0,0,0,75,100,59,39,93,0,0,0,100,100,0,89,100,47.45,,,,,204553,86.74866660474304,11.516707161469157,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Washington,WA,2023,65,76,55,57,0,0,0,82,100,62,83,84,31,56,100,76,100,70,97,59,62.65,,,,,273266,80.14388910438913,14.213895984132677,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Washington,WA,2024,69,71,38,57,90,100,85,96,100,53,72,72,25,84,64,75,82,54,80,53,71.0,,,,,301111,83.86907153840278,12.327661560022715,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Washington,WA,2025,77,71,68,100,100,100,88,94,100,73,88,84,69,100,67,87,82,57,77,89,83.55,,,,,319619,87.4619468805046,11.815153354462655,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Washington,WA,2026,40,74,72,84,42,31,68,34,41,17,66,9,12,32,15,22,32,13,13,41,37.9,,,,,212244,86.74544392303198,12.763180584610163,,"trends,no-court-stats,no-parking,unemployment,no-controls"
West Virginia,WV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1.95,,,,,250906,88.31116035487395,11.148011605940074,,"trends,no-court-stats,no-parking,unemployment,no-controls"
West Virginia,WV,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1.7,,,,,56003,89.65234005321143,10.408335267753513,,"trends,no-court-stats,no-parking,unemployment,no-controls"
West Virginia,WV,2022,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2.7,,,,,40932,91.26111599726376,10.01321704290042,,"trends,no-court-stats,no-parking,unemployment,no-controls"
West Virginia,WV,2023,6,32,19,0,0,0,0,0,13,0,22,19,0,41,0,24,14,0,19,38,12.35,,,,,42327,93.2974224490278,9.610260590167034,,"trends,no-court-stats,no-parking,unemployment,no-controls"
West Virginia,WV,2024,7,35,15,0,0,0,0,28,16,0,36,0,0,42,0,80,33,0,17,18,16.35,,,,,45986,92.93480624537904,9.68438220327926,,"trends,no-court-stats,no-parking,unemployment,no-controls"
West Virginia,WV,2025,8,52,20,11,0,11,18,21,13,16,55,45,17,52,0,37,54,14,23,15,24.1,,,,,40655,91.708276964703,9.941286434632886,,"trends,no-court-stats,no-parking,unemployment,no-controls"
West Virginia,WV,2026,9,49,24,12,9,8,12,9,7,3,39,3,5,24,6,9,16,5,4,10,13.15,,,,,29887,91.12992270887008,10.026081573928463,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Wisconsin,WI,2020,61,0,0,0,0,0,0,15,0,0,59,0,0,0,0,0,0,0,19,0,7.7,,,,,743297,88.88869455950986,10.909712402982926,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Wisconsin,WI,2021,22,0,0,0,0,0,0,37,20,0,27,0,0,0,0,0,0,0,26,0,6.6,,,,,148853,90.77277582581472,10.07336432587855,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Wisconsin,WI,2022,42,46,0,0,0,0,0,70,30,0,57,0,0,0,0,28,0,0,39,0,15.6,,,,,157803,93.66488596541257,9.44134458787222,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Wisconsin,WI,2023,13,45,32,0,0,0,0,46,35,0,32,26,0,30,34,30,45,0,29,25,21.1,,,,,167902,93.3496920822861,9.528966301771272,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Wisconsin,WI,2024,12,47,23,20,27,21,24,36,43,15,41,24,0,49,24,56,55,13,22,24,28.8,,,,,183933,93.5471068269424,9.47902497104924,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Wisconsin,WI,2025,17,60,26,23,27,24,28,31,37,16,63,48,28,60,25,40,64,21,28,26,34.6,,,,,162098,93.93515034115164,9.379887475477798,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Wisconsin,WI,2026,13,57,35,22,12,13,12,11,15,5,49,3,5,20,7,8,18,6,5,17,16.65,,,,,94607,94.18013466234,9.288821123172704,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Wyoming,WY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,56555,92.70798337901158,9.56860578198214,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Wyoming,WY,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,17631,94.83863649254155,9.010407804435369,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Wyoming,WY,2022,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2.6,,,,,13132,96.22296679865975,8.663684130368566,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Wyoming,WY,2023,22,33,34,0,0,0,0,0,0,0,0,37,0,0,0,0,30,0,26,31,10.65,,,,,13308,92.1776375112714,9.602607454162907,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Wyoming,WY,2024,8,41,29,0,0,0,0,0,0,0,38,49,0,0,0,62,29,0,21,21,14.9,,,,,14411,90.93053917146624,9.943966414544445,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Wyoming,WY,2025,24,57,29,19,0,28,27,55,24,0,63,56,29,64,64,49,67,0,48,12,35.75,,,,,14858,90.05922735226814,10.094696459819623,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Wyoming,WY,2026,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.8,,,,,8353,86.59164372081887,11.84101520411828,,"trends,no-court-stats,no-parking,unemployment,no-controls"
